기준연도,학교구분명,설립형태 구분명,시도코드,시도명,학교명,본분교구분명,입학정원수(총계),인문계열 입학정원수,사회계열 입학정원수,교육계열 입학정원수,공학계열 입학정원수,자연계열 입학정원수,의약계열 입학정원수,예체능계열 입학정원수,데이터기준일자,제공기관코드,제공기관명
2024,사이버대학,사립,26,부산광역시,부산디지털대학교,본교,1000,1000,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,디지털서울문화예술대학교,본교,990,0,0,0,0,0,0,990,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,47,경상북도,대구사이버대학교,본교,1500,0,1500,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,44,충청남도,글로벌사이버대학교,본교,1100,0,1100,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,41,경기도,국제사이버대학교,본교,900,900,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,고려사이버대학교,본교,2449,2449,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,11,서울특별시,경희사이버대학교,본교,3000,0,3000,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사이버대학,사립,30,대전광역시,건양사이버대학교,본교,1068,1068,0,0,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,41,경기도,삼성전자공과대학교,본교,140,0,0,0,140,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,46,전라남도,포스코기술대학,캠퍼스,30,0,0,0,30,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,47,경상북도,포스코기술대학,본교,30,0,0,0,30,0,0,0,2025-08-22,B090027,한국교육개발원
2024,사내대학,사립,11,서울특별시,SPC식품과학대학,본교,25,0,0,0,0,25,0,0,2025-08-22,B090027,한국교육개발원
2024,원격대학,사립,47,경상북도,영남사이버대학교,본교,600,140,220,50,140,0,0,50,2025-08-22,B090027,한국교육개발원
2024,원격대학,사립,41,경기도,세계사이버대학,본교,1300,240,670,0,0,150,0,240,2025-08-22,B090027,한국교육개발원
2024,특수대학원,국립,43,충청북도,한국교원대학교교육대학원,본교,28,0,0,28,0,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,41,경기도,한국폴리텍특성화대학 반도체융합캠퍼스,본교,302,0,0,0,272,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,44,충청남도,한국폴리텍대학바이오캠퍼스,본교,160,0,0,0,25,135,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,48,경상남도,한국폴리텍대학 항공캠퍼스,본교,170,0,0,0,170,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,28,인천광역시,한국폴리텍대학 인천캠퍼스,본교,685,0,60,0,565,0,0,60,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,27,대구광역시,한국폴리텍대학 영남융합기술캠퍼스,본교,145,0,0,0,60,25,0,60,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,11,서울특별시,한국폴리텍대학 서울정수캠퍼스,본교,515,0,0,0,455,0,0,60,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,11,서울특별시,한국폴리텍대학 서울강서캠퍼스,본교,255,0,0,0,115,0,30,110,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,27,대구광역시,한국폴리텍대학 대구캠퍼스,본교,260,0,0,0,260,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,47,경상북도,한국폴리텍대학 구미캠퍼스,본교,235,0,0,0,235,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,26,부산광역시,한국폴리텍Ⅶ대학 부산캠퍼스,본교,330,0,0,0,305,0,0,25,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,52,전북특별자치도,한국폴리텍Ⅴ대학 익산캠퍼스,본교,50,0,0,0,50,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,46,전라남도,한국폴리텍V대학 전남캠퍼스,본교,75,0,0,0,75,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,29,광주광역시,한국폴리텍V대학 광주캠퍼스,본교,340,0,0,0,340,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,48,경상남도,한국폴리텍VII대학 창원캠퍼스,본교,585,0,0,0,585,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,43,충청북도,한국폴리텍IV 대학 청주캠퍼스,본교,290,0,0,0,290,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,47,경상북도,한국폴리텍 특성화대학 로봇캠퍼스,본교,100,0,0,0,100,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,47,경상북도,한국폴리텍 Ⅵ 대학 영주캠퍼스,본교,25,0,0,0,25,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,31,울산광역시,한국폴리텍 VII 대학 울산캠퍼스,본교,285,0,0,0,285,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,52,전북특별자치도,한국폴리텍 V 대학 전북캠퍼스,본교,185,0,0,0,160,25,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,44,충청남도,한국폴리텍 IV 대학 충남캠퍼스,본교,105,0,0,0,105,0,0,0,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,44,충청남도,한국폴리텍 IV 대학 아산캠퍼스,본교,195,0,30,0,135,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,30,대전광역시,한국폴리텍 IV 대학 대전캠퍼스,본교,335,0,0,0,305,0,0,30,2025-08-22,B090027,한국교육개발원
2024,기능대학,사립,51,강원특별자치도,한국폴리텍 III 대학 춘천캠퍼스,본교,125,0,0,0,125,0,0,0,2025-08-22,B090027,한국교육개발원
